"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"HSF1 activation"	"HSF1 activation"	30	30	11	0.366666666666667	0.110169491525424	13	15	2	0	0.62354176615382	1
"Inactivation, recovery and regulation of the phototransduction cascade"	"Inactivation, recovery and regulation of the phototransduction cascade"	30	30	11	0.366666666666667	0.127118644067797	15	18	5	0	0.62354176615382	1
"Lipoprotein metabolism"	"Lipoprotein metabolism"	30	30	11	0.366666666666667	0.220338983050847	26	32	12	0	0.62354176615382	1
"Activated TLR4 signalling"	"Activated TLR4 signalling"	115	115	42	0.365217391304348	0.415254237288136	49	69	12	0	0.826993435631471	1
"Androgen biosynthesis"	"Androgen biosynthesis"	11	11	4	0.363636363636364	0.0338983050847458	4	4	1	0	0.5017758941359	1
"MyD88-independent cascade"	"MyD88-independent cascade"	99	99	36	0.363636363636364	0.38135593220339	45	63	12	0	0.813414033665471	1
"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters"	"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters"	22	22	8	0.363636363636364	0.110169491525424	13	13	2	0	0.593518159691012	1
"Nicotinate metabolism"	"Nicotinate metabolism"	11	11	4	0.363636363636364	0.0423728813559322	5	5	2	0	0.5017758941359	1
"SHC-mediated signalling"	"SHC-mediated signalling"	22	22	8	0.363636363636364	0.127118644067797	15	16	7	0	0.593518159691012	1
"Signalling to p38 via RIT and RIN"	"Signalling to p38 via RIT and RIN"	22	22	8	0.363636363636364	0.127118644067797	15	16	7	0	0.593518159691012	1
"TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling"	"TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling"	11	11	4	0.363636363636364	0.0338983050847458	4	4	1	0	0.5017758941359	1
"TRIF-mediated TLR3/TLR4 signaling"	"TRIF-mediated TLR3/TLR4 signaling"	99	99	36	0.363636363636364	0.38135593220339	45	63	12	0	0.813414033665471	1
"Toll Like Receptor 3 (TLR3) Cascade"	"Toll Like Receptor 3 (TLR3) Cascade"	99	99	36	0.363636363636364	0.38135593220339	45	63	12	0	0.813414033665471	1
"Class A/1 (Rhodopsin-like receptors)"	"Class A/1 (Rhodopsin-like receptors)"	314	314	114	0.363057324840764	0.593220338983051	70	149	3	0	0.96143665778801	1
"Mitotic G1-G1/S phases"	"Mitotic G1-G1/S phases"	135	135	49	0.362962962962963	0.593220338983051	70	100	34	0	0.862855872904349	1
"Glucose metabolism"	"Glucose metabolism"	69	69	25	0.36231884057971	0.305084745762712	36	43	5	0	0.765608854596972	1
"Processing of Capped Intron-Containing Pre-mRNA"	"Processing of Capped Intron-Containing Pre-mRNA"	144	144	52	0.361111111111111	0.415254237288136	49	73	4	0	0.881413664684976	1
"beta-catenin independent WNT signaling"	"beta-catenin independent WNT signaling"	144	144	52	0.361111111111111	0.415254237288136	49	80	5	0	0.881413664684976	1
"Activation of BH3-only proteins"	"Activation of BH3-only proteins"	25	25	9	0.36	0.76271186440678	90	97	87	0	0.625178544125222	1
"Nucleotide Excision Repair"	"Nucleotide Excision Repair"	50	50	18	0.36	0.228813559322034	27	33	4	0	0.728054082259189	1
"Resolution of Sister Chromatid Cohesion"	"Resolution of Sister Chromatid Cohesion"	100	100	36	0.36	0.347457627118644	41	54	4	0	0.834346770480132	1
"SHC-related events triggered by IGF1R"	"SHC-related events triggered by IGF1R"	25	25	9	0.36	0.144067796610169	17	18	7	0	0.625178544125222	1
"Diseases associated with visual transduction"	"Diseases associated with visual transduction"	92	92	33	0.358695652173913	0.406779661016949	48	73	10	0	0.828440878947911	1
"Visual phototransduction"	"Visual phototransduction"	92	92	33	0.358695652173913	0.406779661016949	48	73	10	0	0.828440878947911	1
"Regulation of actin dynamics for phagocytic cup formation"	"Regulation of actin dynamics for phagocytic cup formation"	95	95	34	0.357894736842105	0.398305084745763	47	65	5	0	0.837298033662601	1
"Cytokine Signaling in Immune system"	"Cytokine Signaling in Immune system"	308	308	110	0.357142857142857	0.728813559322034	86	186	20	0	0.97541140471074	1
"G-protein activation"	"G-protein activation"	28	28	10	0.357142857142857	0.0847457627118644	10	10	1	0	0.653028950547495	1
"Leading Strand Synthesis"	"Leading Strand Synthesis"	14	14	5	0.357142857142857	0.0593220338983051	7	7	2	0	0.552785935061857	1
"Polymerase switching"	"Polymerase switching"	14	14	5	0.357142857142857	0.0593220338983051	7	7	2	0	0.552785935061857	1
"Polymerase switching on the C-strand of the telomere"	"Polymerase switching on the C-strand of the telomere"	14	14	5	0.357142857142857	0.0593220338983051	7	7	2	0	0.552785935061857	1
"Processing of Intronless Pre-mRNAs"	"Processing of Intronless Pre-mRNAs"	14	14	5	0.357142857142857	0.0508474576271186	6	6	2	0	0.552785935061857	1
"Regulation of pyruvate dehydrogenase (PDH) complex"	"Regulation of pyruvate dehydrogenase (PDH) complex"	14	14	5	0.357142857142857	0.0423728813559322	5	5	1	0	0.552785935061857	1
"Synthesis of PA"	"Synthesis of PA"	28	28	10	0.357142857142857	0.101694915254237	12	12	2	0	0.653028950547495	1
"repression of WNT target genes"	"repression of WNT target genes"	14	14	5	0.357142857142857	0.0508474576271186	6	6	2	0	0.552785935061857	1
"HIV Infection"	"HIV Infection"	227	227	81	0.356828193832599	0.627118644067797	74	131	6	0	0.952541099223865	1
"Defective AMN causes hereditary megaloblastic anemia 1"	"Defective AMN causes hereditary megaloblastic anemia 1"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective BTD causes biotidinase deficiency"	"Defective BTD causes biotidinase deficiency"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective CD320 causes methylmalonic aciduria"	"Defective CD320 causes methylmalonic aciduria"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective CUBN causes hereditary megaloblastic anemia 1"	"Defective CUBN causes hereditary megaloblastic anemia 1"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective GIF causes intrinsic factor deficiency"	"Defective GIF causes intrinsic factor deficiency"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective HLCS causes multiple carboxylase deficiency"	"Defective HLCS causes multiple carboxylase deficiency"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective MMAA causes methylmalonic aciduria type cblA"	"Defective MMAA causes methylmalonic aciduria type cblA"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective MMAB causes methylmalonic aciduria type cblB"	"Defective MMAB causes methylmalonic aciduria type cblB"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	"Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective MUT causes methylmalonic aciduria mut type"	"Defective MUT causes methylmalonic aciduria mut type"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defective TCN2 causes hereditary megaloblastic anemia"	"Defective TCN2 causes hereditary megaloblastic anemia"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defects in biotin (Btn) metabolism"	"Defects in biotin (Btn) metabolism"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defects in cobalamin (B12) metabolism"	"Defects in cobalamin (B12) metabolism"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Defects in vitamin and cofactor metabolism"	"Defects in vitamin and cofactor metabolism"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Metabolism of vitamins and cofactors"	"Metabolism of vitamins and cofactors"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Metabolism of water-soluble vitamins and cofactors"	"Metabolism of water-soluble vitamins and cofactors"	87	87	31	0.35632183908046	0.389830508474576	46	60	12	0	0.831727394732754	1
"Costimulation by the CD28 family"	"Costimulation by the CD28 family"	73	73	26	0.356164383561644	0.389830508474576	46	58	20	0	0.805514293984811	1
"Asparagine N-linked glycosylation"	"Asparagine N-linked glycosylation"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective ALG1 causes ALG1-CDG (CDG-1k)"	"Defective ALG1 causes ALG1-CDG (CDG-1k)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective ALG11 causes ALG11-CDG (CDG-1p)"	"Defective ALG11 causes ALG11-CDG (CDG-1p)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective ALG12 causes ALG12-CDG (CDG-1g)"	"Defective ALG12 causes ALG12-CDG (CDG-1g)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)"	"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective ALG2 causes ALG2-CDG (CDG-1i)"	"Defective ALG2 causes ALG2-CDG (CDG-1i)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective ALG3 causes ALG3-CDG (CDG-1d)"	"Defective ALG3 causes ALG3-CDG (CDG-1d)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective ALG6 causes ALG6-CDG (CDG-1c)"	"Defective ALG6 causes ALG6-CDG (CDG-1c)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective ALG8 causes ALG8-CDG (CDG-1h)"	"Defective ALG8 causes ALG8-CDG (CDG-1h)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective ALG9 causes ALG9-CDG (CDG-1l)"	"Defective ALG9 causes ALG9-CDG (CDG-1l)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2"	"Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective MAN1B1 causes MRT15"	"Defective MAN1B1 causes MRT15"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective MGAT2 causes MGAT2-CDG (CDG-2a)"	"Defective MGAT2 causes MGAT2-CDG (CDG-2a)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective MOGS causes MOGS-CDG (CDG-2b)"	"Defective MOGS causes MOGS-CDG (CDG-2b)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective MPDU1 causes MPDU1-CDG (CDG-1f)"	"Defective MPDU1 causes MPDU1-CDG (CDG-1f)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Defective RFT1 causes RFT1-CDG (CDG-1n)"	"Defective RFT1 causes RFT1-CDG (CDG-1n)"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"Diseases associated with N-glycosylation of proteins"	"Diseases associated with N-glycosylation of proteins"	118	118	42	0.355932203389831	0.355932203389831	42	55	3	0	0.878319055753263	1
"RNA Polymerase II Transcription"	"RNA Polymerase II Transcription"	104	104	37	0.355769230769231	0.322033898305085	38	51	4	0	0.860993315780405	1
"Amino acid transport across the plasma membrane"	"Amino acid transport across the plasma membrane"	31	31	11	0.354838709677419	0.0932203389830508	11	12	2	0	0.67779201656488	1
"NOD1/2 Signaling Pathway"	"NOD1/2 Signaling Pathway"	31	31	11	0.354838709677419	0.194915254237288	23	24	12	0	0.67779201656488	1
"Packaging Of Telomere Ends"	"Packaging Of Telomere Ends"	31	31	11	0.354838709677419	0.101694915254237	12	12	2	0	0.67779201656488	1
"The phototransduction cascade"	"The phototransduction cascade"	31	31	11	0.354838709677419	0.127118644067797	15	18	5	0	0.67779201656488	1
"Activated point mutants of FGFR2"	"Activated point mutants of FGFR2"	17	17	6	0.352941176470588	0.0677966101694915	8	9	2	0	0.59402009523445	1
"Branched-chain amino acid catabolism"	"Branched-chain amino acid catabolism"	17	17	6	0.352941176470588	0.0847457627118644	10	10	3	0	0.59402009523445	1
"Energy dependent regulation of mTOR by LKB1-AMPK"	"Energy dependent regulation of mTOR by LKB1-AMPK"	17	17	6	0.352941176470588	0.0508474576271186	6	6	1	0	0.59402009523445	1
"FGFR2 ligand binding and activation"	"FGFR2 ligand binding and activation"	17	17	6	0.352941176470588	0.0677966101694915	8	9	2	0	0.59402009523445	1
"Gap-filling DNA repair synthesis and ligation in GG-NER"	"Gap-filling DNA repair synthesis and ligation in GG-NER"	17	17	6	0.352941176470588	0.0932203389830508	11	12	4	0	0.59402009523445	1
"Gap-filling DNA repair synthesis and ligation in TC-NER"	"Gap-filling DNA repair synthesis and ligation in TC-NER"	17	17	6	0.352941176470588	0.0932203389830508	11	12	4	0	0.59402009523445	1
"Platelet sensitization by LDL"	"Platelet sensitization by LDL"	17	17	6	0.352941176470588	0.0932203389830508	11	11	6	0	0.59402009523445	1
"RAF/MAP kinase cascade"	"RAF/MAP kinase cascade"	17	17	6	0.352941176470588	0.110169491525424	13	14	7	0	0.59402009523445	1
"Signaling by FGFR2 mutants"	"Signaling by FGFR2 mutants"	17	17	6	0.352941176470588	0.0677966101694915	8	9	2	0	0.59402009523445	1
"Tristetraprolin (TTP) destabilizes mRNA"	"Tristetraprolin (TTP) destabilizes mRNA"	17	17	6	0.352941176470588	0.0593220338983051	7	7	2	0	0.59402009523445	1
"Peptide ligand-binding receptors"	"Peptide ligand-binding receptors"	190	190	67	0.352631578947368	0.491525423728814	58	95	3	0	0.948643321646476	1
"Formation of tubulin folding intermediates by CCT/TriC"	"Formation of tubulin folding intermediates by CCT/TriC"	20	20	7	0.35	0.076271186440678	9	9	2	0	0.628538087454866	1
"Regulation of gene expression in beta cells"	"Regulation of gene expression in beta cells"	20	20	7	0.35	0.0847457627118644	10	10	2	0	0.628538087454866	1
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"	"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"	20	20	7	0.35	0.0677966101694915	8	9	2	0	0.628538087454866	1
"HIV Transcription Initiation"	"HIV Transcription Initiation"	43	43	15	0.348837209302326	0.186440677966102	22	23	4	0	0.75490282258035	1
"RNA Polymerase II HIV Promoter Escape"	"RNA Polymerase II HIV Promoter Escape"	43	43	15	0.348837209302326	0.186440677966102	22	23	4	0	0.75490282258035	1
"RNA Polymerase II Promoter Escape"	"RNA Polymerase II Promoter Escape"	43	43	15	0.348837209302326	0.186440677966102	22	23	4	0	0.75490282258035	1
"RNA Polymerase II Transcription Initiation"	"RNA Polymerase II Transcription Initiation"	43	43	15	0.348837209302326	0.186440677966102	22	23	4	0	0.75490282258035	1
"RNA Polymerase II Transcription Initiation And Promoter Clearance"	"RNA Polymerase II Transcription Initiation And Promoter Clearance"	43	43	15	0.348837209302326	0.186440677966102	22	23	4	0	0.75490282258035	1
"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"	"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"	43	43	15	0.348837209302326	0.186440677966102	22	23	4	0	0.75490282258035	1
"Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)"	"Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)"	"Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"Defective GGT1 causes Glutathionuria (GLUTH)"	"Defective GGT1 causes Glutathionuria (GLUTH)"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)"	"Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)"	"Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)"	"Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)"	"Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)"	"Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"Defective UGT1A1 causes hyperbilirubinemia"	"Defective UGT1A1 causes hyperbilirubinemia"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"Defective UGT1A4 causes hyperbilirubinemia"	"Defective UGT1A4 causes hyperbilirubinemia"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"Phase II conjugation"	"Phase II conjugation"	89	89	31	0.348314606741573	0.305084745762712	36	50	6	0	0.871091270209947	1
"ARMS-mediated activation"	"ARMS-mediated activation"	23	23	8	0.347826086956522	0.127118644067797	15	16	7	0	0.658136597930124	1
"BBSome-mediated cargo-targeting to cilium"	"BBSome-mediated cargo-targeting to cilium"	23	23	8	0.347826086956522	0.0677966101694915	8	8	1	0	0.658136597930124	1
"Incretin synthesis, secretion, and inactivation"	"Incretin synthesis, secretion, and inactivation"	23	23	8	0.347826086956522	0.076271186440678	9	10	2	0	0.658136597930124	1
