"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	88	88	74	0.840909090909091	0.364173228346457	185	287	11	0	0.340014561322859	1
"Glucose metabolism"	"Glucose metabolism"	69	69	58	0.840579710144927	0.263779527559055	134	185	11	0	0.350165674253991	1
"Metabolism of amino acids and derivatives"	"Metabolism of amino acids and derivatives"	188	188	158	0.840425531914894	0.494094488188976	251	418	11	0	0.308615632548585	1
"CDK-mediated phosphorylation and removal of Cdc6"	"CDK-mediated phosphorylation and removal of Cdc6"	50	50	42	0.84	0.151574803149606	77	89	9	0	0.360432972457152	1
"G0 and Early G1"	"G0 and Early G1"	25	25	21	0.84	0.135826771653543	69	74	11	0	0.360076589928194	1
"Cell Cycle"	"Cell Cycle"	518	518	435	0.83976833976834	0.968503937007874	492	2346	340	0	0.23514133273136	1
"Cell Cycle Checkpoints"	"Cell Cycle Checkpoints"	118	118	99	0.838983050847458	0.785433070866142	399	622	340	0	0.349102566489641	1
"The phototransduction cascade"	"The phototransduction cascade"	31	31	26	0.838709677419355	0.145669291338583	74	93	11	0	0.369379310027793	1
"Toll Like Receptor 4 (TLR4) Cascade"	"Toll Like Receptor 4 (TLR4) Cascade"	124	124	104	0.838709677419355	0.490157480314961	249	444	51	0	0.35031904598796	1
"disassembly of the destruction complex and recruitment of AXIN to the membrane"	"disassembly of the destruction complex and recruitment of AXIN to the membrane"	31	31	26	0.838709677419355	0.202755905511811	103	129	22	0	0.369379310027793	1
"Separation of Sister Chromatids"	"Separation of Sister Chromatids"	161	161	135	0.838509316770186	0.466535433070866	237	428	13	0	0.34195129490246	1
"MyD88-independent cascade"	"MyD88-independent cascade"	99	99	83	0.838383838383838	0.433070866141732	220	356	51	0	0.361068905903805	1
"TRIF-mediated TLR3/TLR4 signaling"	"TRIF-mediated TLR3/TLR4 signaling"	99	99	83	0.838383838383838	0.433070866141732	220	356	51	0	0.361068905903805	1
"Toll Like Receptor 3 (TLR3) Cascade"	"Toll Like Receptor 3 (TLR3) Cascade"	99	99	83	0.838383838383838	0.433070866141732	220	356	51	0	0.361068905903805	1
"Mitotic Metaphase and Anaphase"	"Mitotic Metaphase and Anaphase"	173	173	145	0.838150289017341	0.482283464566929	245	452	13	0	0.343319935750666	1
"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	86	86	72	0.837209302325581	0.354330708661417	180	276	11	0	0.375836809538982	1
"Cross-presentation of soluble exogenous antigens (endosomes)"	"Cross-presentation of soluble exogenous antigens (endosomes)"	49	49	41	0.836734693877551	0.167322834645669	85	95	9	0	0.384352262652207	1
"Muscle contraction"	"Muscle contraction"	49	49	41	0.836734693877551	0.541338582677165	275	455	194	0	0.384352262652207	1
"Integration of energy metabolism"	"Integration of energy metabolism"	104	104	87	0.836538461538462	0.549212598425197	279	490	26	0	0.379034355738372	1
"RNA Polymerase II Transcription"	"RNA Polymerase II Transcription"	104	104	87	0.836538461538462	0.338582677165354	172	277	20	0	0.379034355738372	1
"Cell Cycle, Mitotic"	"Cell Cycle, Mitotic"	445	445	372	0.835955056179775	0.856299212598425	435	1563	101	0	0.326466709979065	1
"Gene Expression"	"Gene Expression"	1164	1164	973	0.835910652920962	0.960629921259842	488	3895	86	0	0.239511300130883	1
"Antiviral mechanism by IFN-stimulated genes"	"Antiviral mechanism by IFN-stimulated genes"	73	73	61	0.835616438356164	0.309055118110236	157	252	17	0	0.392458675143835	1
"ISG15 antiviral mechanism"	"ISG15 antiviral mechanism"	73	73	61	0.835616438356164	0.309055118110236	157	252	17	0	0.392458675143835	1
"Activated TLR4 signalling"	"Activated TLR4 signalling"	115	115	96	0.834782608695652	0.470472440944882	239	391	51	0	0.396470768241029	1
"Post-translational protein modification"	"Post-translational protein modification"	278	278	232	0.834532374100719	0.757874015748031	385	1123	97	0	0.378085092192154	1
"Cytokine Signaling in Immune system"	"Cytokine Signaling in Immune system"	308	308	257	0.834415584415584	0.75	381	1066	86	0	0.376258921521733	1
"Activation of C3 and C5"	"Activation of C3 and C5"	6	6	5	0.833333333333333	0.0531496062992126	27	27	13	0	0.324729877243799	1
"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	18	18	15	0.833333333333333	0.0925196850393701	47	54	16	0	0.384032961414343	1
"Activation of NF-kappaB in B cells"	"Activation of NF-kappaB in B cells"	66	66	55	0.833333333333333	0.244094488188976	124	153	12	0	0.412376692509623	1
"Activation of the pre-replicative complex"	"Activation of the pre-replicative complex"	30	30	25	0.833333333333333	0.135826771653543	69	81	11	0	0.400010433560321	1
"Beta-oxidation of very long chain fatty acids"	"Beta-oxidation of very long chain fatty acids"	6	6	5	0.833333333333333	0.0295275590551181	15	15	5	0	0.324729877243799	1
"Chaperonin-mediated protein folding"	"Chaperonin-mediated protein folding"	48	48	40	0.833333333333333	0.238188976377953	121	151	32	0	0.409081510176262	1
"Cleavage of the damaged pyrimidine"	"Cleavage of the damaged pyrimidine"	6	6	5	0.833333333333333	0.0216535433070866	11	11	4	0	0.324729877243799	1
"Depyrimidination"	"Depyrimidination"	6	6	5	0.833333333333333	0.0216535433070866	11	11	4	0	0.324729877243799	1
"Export of Viral Ribonucleoproteins from Nucleus"	"Export of Viral Ribonucleoproteins from Nucleus"	36	36	30	0.833333333333333	0.200787401574803	102	139	11	0	0.404141795254727	1
"FGFR2b ligand binding and activation"	"FGFR2b ligand binding and activation"	6	6	5	0.833333333333333	0.0216535433070866	11	11	3	0	0.324729877243799	1
"Formation of HIV elongation complex in the absence of HIV Tat"	"Formation of HIV elongation complex in the absence of HIV Tat"	42	42	35	0.833333333333333	0.181102362204724	92	111	10	0	0.407024749225045	1
"Formation of HIV-1 elongation complex containing HIV-1 Tat"	"Formation of HIV-1 elongation complex containing HIV-1 Tat"	42	42	35	0.833333333333333	0.177165354330709	90	110	10	0	0.407024749225045	1
"Formation of RNA Pol II elongation complex"	"Formation of RNA Pol II elongation complex"	42	42	35	0.833333333333333	0.181102362204724	92	111	10	0	0.407024749225045	1
"HIV Transcription Elongation"	"HIV Transcription Elongation"	42	42	35	0.833333333333333	0.177165354330709	90	110	10	0	0.407024749225045	1
"Heme degradation"	"Heme degradation"	6	6	5	0.833333333333333	0.0177165354330709	9	9	3	0	0.324729877243799	1
"Hyaluronan uptake and degradation"	"Hyaluronan uptake and degradation"	12	12	10	0.833333333333333	0.0767716535433071	39	44	17	0	0.366345509915559	1
"IRF3 mediated activation of type 1 IFN"	"IRF3 mediated activation of type 1 IFN"	6	6	5	0.833333333333333	0.0374015748031496	19	21	10	0	0.324729877243799	1
"IRS activation"	"IRS activation"	6	6	5	0.833333333333333	0.0236220472440945	12	12	4	0	0.324729877243799	1
"Inactivation, recovery and regulation of the phototransduction cascade"	"Inactivation, recovery and regulation of the phototransduction cascade"	30	30	25	0.833333333333333	0.141732283464567	72	91	11	0	0.400010433560321	1
"LDL-mediated lipid transport"	"LDL-mediated lipid transport"	6	6	5	0.833333333333333	0.118110236220472	60	65	43	0	0.324729877243799	1
"Membrane binding and targetting of GAG proteins"	"Membrane binding and targetting of GAG proteins"	12	12	10	0.833333333333333	0.0334645669291339	17	19	5	0	0.366345509915559	1
"Mineralocorticoid biosynthesis"	"Mineralocorticoid biosynthesis"	6	6	5	0.833333333333333	0.0216535433070866	11	11	3	0	0.324729877243799	1
"NADE modulates death signalling"	"NADE modulates death signalling"	6	6	5	0.833333333333333	0.0196850393700787	10	10	4	0	0.324729877243799	1
"NOTCH2 intracellular domain regulates transcription"	"NOTCH2 intracellular domain regulates transcription"	12	12	10	0.833333333333333	0.147637795275591	75	82	37	0	0.366345509915559	1
"Na+-dependent glucose transporters"	"Na+-dependent glucose transporters"	6	6	5	0.833333333333333	0.0492125984251969	25	27	8	0	0.324729877243799	1
"P2Y receptors"	"P2Y receptors"	12	12	10	0.833333333333333	0.0531496062992126	27	29	7	0	0.366345509915559	1
"Phosphorylation of Emi1"	"Phosphorylation of Emi1"	6	6	5	0.833333333333333	0.0177165354330709	9	9	3	0	0.324729877243799	1
"Pre-NOTCH Processing in the Endoplasmic Reticulum"	"Pre-NOTCH Processing in the Endoplasmic Reticulum"	6	6	5	0.833333333333333	0.246062992125984	125	135	86	0	0.324729877243799	1
"Presynaptic phase of homologous DNA pairing and strand exchange"	"Presynaptic phase of homologous DNA pairing and strand exchange"	6	6	5	0.833333333333333	0.0551181102362205	28	30	19	0	0.324729877243799	1
"Pyrimidine catabolism"	"Pyrimidine catabolism"	12	12	10	0.833333333333333	0.0708661417322835	36	39	15	0	0.366345509915559	1
"RNA Polymerase II Transcription Elongation"	"RNA Polymerase II Transcription Elongation"	42	42	35	0.833333333333333	0.181102362204724	92	111	10	0	0.407024749225045	1
"Recognition and association of DNA glycosylase with site containing an affected pyrimidine"	"Recognition and association of DNA glycosylase with site containing an affected pyrimidine"	6	6	5	0.833333333333333	0.0216535433070866	11	11	4	0	0.324729877243799	1
"SCF-beta-TrCP mediated degradation of Emi1"	"SCF-beta-TrCP mediated degradation of Emi1"	54	54	45	0.833333333333333	0.171259842519685	87	100	9	0	0.410562337101001	1
"Synthesis And Processing Of GAG, GAGPOL Polyproteins"	"Synthesis And Processing Of GAG, GAGPOL Polyproteins"	12	12	10	0.833333333333333	0.0334645669291339	17	19	5	0	0.366345509915559	1
"Synthesis of PE"	"Synthesis of PE"	12	12	10	0.833333333333333	0.0433070866141732	22	22	6	0	0.366345509915559	1
"Tat-mediated elongation of the HIV-1 transcript"	"Tat-mediated elongation of the HIV-1 transcript"	42	42	35	0.833333333333333	0.177165354330709	90	110	10	0	0.407024749225045	1
"Telomere Extension By Telomerase"	"Telomere Extension By Telomerase"	6	6	5	0.833333333333333	0.0177165354330709	9	10	4	0	0.324729877243799	1
"The retinoid cycle in cones (daylight vision)"	"The retinoid cycle in cones (daylight vision)"	6	6	5	0.833333333333333	0.0354330708661417	18	18	13	0	0.324729877243799	1
"Toll-Like Receptors Cascades"	"Toll-Like Receptors Cascades"	144	144	120	0.833333333333333	0.52755905511811	268	516	51	0	0.411038427518619	1
"Transport and synthesis of PAPS"	"Transport and synthesis of PAPS"	6	6	5	0.833333333333333	0.0393700787401575	20	20	6	0	0.324729877243799	1
"Triglyceride Biosynthesis"	"Triglyceride Biosynthesis"	42	42	35	0.833333333333333	0.204724409448819	104	121	18	0	0.407024749225045	1
"Uptake and function of diphtheria toxin"	"Uptake and function of diphtheria toxin"	6	6	5	0.833333333333333	0.0413385826771654	21	21	7	0	0.324729877243799	1
"Vif-mediated degradation of APOBEC3G"	"Vif-mediated degradation of APOBEC3G"	54	54	45	0.833333333333333	0.15748031496063	80	97	9	0	0.410562337101001	1
"mRNA Splicing - Minor Pathway"	"mRNA Splicing - Minor Pathway"	42	42	35	0.833333333333333	0.190944881889764	97	122	10	0	0.407024749225045	1
"vRNP Assembly"	"vRNP Assembly"	6	6	5	0.833333333333333	0.0413385826771654	21	21	11	0	0.324729877243799	1
"Transcriptional regulation by small RNAs"	"Transcriptional regulation by small RNAs"	71	71	59	0.830985915492958	0.326771653543307	166	232	11	0	0.433765601543117	1
"Transcription of the HIV genome"	"Transcription of the HIV genome"	65	65	54	0.830769230769231	0.275590551181102	140	190	20	0	0.43416774546921	1
"G alpha (q) signalling events"	"G alpha (q) signalling events"	189	189	157	0.830687830687831	0.679133858267717	345	750	86	0	0.446002361022368	1
"Mitotic G1-G1/S phases"	"Mitotic G1-G1/S phases"	135	135	112	0.82962962962963	0.523622047244094	266	406	101	0	0.457402393525182	1
"Intraflagellar transport"	"Intraflagellar transport"	41	41	34	0.829268292682927	0.242125984251968	123	155	13	0	0.434219088347413	1
"Signaling by Retinoic Acid"	"Signaling by Retinoic Acid"	41	41	34	0.829268292682927	0.179133858267717	91	108	12	0	0.434219088347413	1
"GPCR downstream signaling"	"GPCR downstream signaling"	966	966	801	0.829192546583851	0.948818897637795	482	3498	86	0	0.482124028865582	1
"HSF1-dependent transactivation"	"HSF1-dependent transactivation"	35	35	29	0.828571428571429	0.257874015748031	131	157	37	0	0.433454877333354	1
"Interactions of Rev with host cellular proteins"	"Interactions of Rev with host cellular proteins"	35	35	29	0.828571428571429	0.196850393700787	100	130	11	0	0.433454877333354	1
"NEP/NS2 Interacts with the Cellular Export Machinery"	"NEP/NS2 Interacts with the Cellular Export Machinery"	35	35	29	0.828571428571429	0.200787401574803	102	137	11	0	0.433454877333354	1
"ER-Phagosome pathway"	"ER-Phagosome pathway"	64	64	53	0.828125	0.255905511811024	130	166	22	0	0.456406916686695	1
"The role of Nef in HIV-1 replication and disease pathogenesis"	"The role of Nef in HIV-1 replication and disease pathogenesis"	29	29	24	0.827586206896552	0.210629921259843	107	127	22	0	0.432029403301353	1
"Signaling by GPCR"	"Signaling by GPCR"	1078	1078	892	0.827458256029685	0.96259842519685	489	3820	86	0	0.547502571054018	1
"Antigen processing-Cross presentation"	"Antigen processing-Cross presentation"	81	81	67	0.827160493827161	0.311023622047244	158	211	22	0	0.472394116169805	1
"Synthesis of substrates in N-glycan biosythesis"	"Synthesis of substrates in N-glycan biosythesis"	52	52	43	0.826923076923077	0.187007874015748	95	113	7	0	0.459238700462347	1
"Vpu mediated degradation of CD4"	"Vpu mediated degradation of CD4"	52	52	43	0.826923076923077	0.153543307086614	78	89	9	0	0.459238700462347	1
"FGFR ligand binding and activation"	"FGFR ligand binding and activation"	23	23	19	0.826086956521739	0.0984251968503937	50	53	9	0	0.429497039561919	1
"Regulation of Complement cascade"	"Regulation of Complement cascade"	23	23	19	0.826086956521739	0.208661417322835	106	133	18	0	0.429497039561919	1
"MyD88 cascade initiated on plasma membrane"	"MyD88 cascade initiated on plasma membrane"	86	86	71	0.825581395348837	0.350393700787402	178	266	11	0	0.489938455806828	1
"Toll Like Receptor 10 (TLR10) Cascade"	"Toll Like Receptor 10 (TLR10) Cascade"	86	86	71	0.825581395348837	0.350393700787402	178	266	11	0	0.489938455806828	1
"Toll Like Receptor 5 (TLR5) Cascade"	"Toll Like Receptor 5 (TLR5) Cascade"	86	86	71	0.825581395348837	0.350393700787402	178	266	11	0	0.489938455806828	1
"Fc epsilon receptor (FCERI) signaling"	"Fc epsilon receptor (FCERI) signaling"	212	212	175	0.825471698113208	0.718503937007874	365	872	86	0	0.52777756223581	1
"Negative regulation of FGFR signaling"	"Negative regulation of FGFR signaling"	40	40	33	0.825	0.15748031496063	80	95	9	0	0.462218360430048	1
"Opioid Signalling"	"Opioid Signalling"	80	80	66	0.825	0.448818897637795	228	362	26	0	0.492618480902278	1
"Programmed Cell Death"	"Programmed Cell Death"	160	160	132	0.825	0.852362204724409	433	909	340	0	0.522365533803086	1
"Synthesis of DNA"	"Synthesis of DNA"	97	97	80	0.824742268041237	0.316929133858268	161	221	14	0	0.503503992278991	1
"Apoptosis"	"Apoptosis"	148	148	122	0.824324324324324	0.844488188976378	429	848	340	0	0.527694750367757	1
"Oxidative Stress Induced Senescence"	"Oxidative Stress Induced Senescence"	91	91	75	0.824175824175824	0.80511811023622	409	691	340	0	0.506467086524293	1
"Beta-catenin phosphorylation cascade"	"Beta-catenin phosphorylation cascade"	17	17	14	0.823529411764706	0.125984251968504	64	76	22	0	0.424900131731564	1
"Butyrate Response Factor 1 (BRF1) destabilizes mRNA"	"Butyrate Response Factor 1 (BRF1) destabilizes mRNA"	17	17	14	0.823529411764706	0.062992125984252	32	33	9	0	0.424900131731564	1
"Cellular response to heat stress"	"Cellular response to heat stress"	51	51	42	0.823529411764706	0.344488188976378	175	237	37	0	0.484371716418966	1
"Cytosolic sulfonation of small molecules"	"Cytosolic sulfonation of small molecules"	17	17	14	0.823529411764706	0.0688976377952756	35	40	6	0	0.424900131731564	1
"EPHA-mediated growth cone collapse"	"EPHA-mediated growth cone collapse"	34	34	28	0.823529411764706	0.354330708661417	180	270	25	0	0.463758670574191	1
"G1/S-Specific Transcription"	"G1/S-Specific Transcription"	17	17	14	0.823529411764706	0.0551181102362205	28	31	7	0	0.424900131731564	1
"Meiosis"	"Meiosis"	85	85	70	0.823529411764706	0.541338582677165	275	465	83	0	0.509636310341559	1
"Platelet sensitization by LDL"	"Platelet sensitization by LDL"	17	17	14	0.823529411764706	0.141732283464567	72	81	43	0	0.424900131731564	1
"Tristetraprolin (TTP) destabilizes mRNA"	"Tristetraprolin (TTP) destabilizes mRNA"	17	17	14	0.823529411764706	0.0688976377952756	35	36	9	0	0.424900131731564	1
"Zinc transporters"	"Zinc transporters"	17	17	14	0.823529411764706	0.0688976377952756	35	43	6	0	0.424900131731564	1
"M Phase"	"M Phase"	266	266	219	0.823308270676692	0.663385826771654	337	766	25	0	0.575228888410319	1
"Metabolism"	"Metabolism"	1565	1565	1288	0.823003194888179	0.982283464566929	499	4849	86	0	0.753561777682485	1
"RNA Polymerase II Pre-transcription Events"	"RNA Polymerase II Pre-transcription Events"	62	62	51	0.82258064516129	0.271653543307087	138	181	20	0	0.502000569694879	1
"Dual incision reaction in TC-NER"	"Dual incision reaction in TC-NER"	28	28	23	0.821428571428571	0.139763779527559	71	86	10	0	0.465320639545085	1
"Formation of transcription-coupled NER (TC-NER) repair complex"	"Formation of transcription-coupled NER (TC-NER) repair complex"	28	28	23	0.821428571428571	0.139763779527559	71	86	10	0	0.465320639545085	1
"SCF(Skp2)-mediated degradation of p27/p21"	"SCF(Skp2)-mediated degradation of p27/p21"	56	56	46	0.821428571428571	0.179133858267717	91	106	8	0	0.505744135066572	1
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	67	67	55	0.82089552238806	0.226377952755905	115	142	7	0	0.520776019009981	1
"IRE1alpha activates chaperones"	"IRE1alpha activates chaperones"	50	50	41	0.82	0.196850393700787	100	128	19	0	0.509928536176246	1
