"V1"
"2-LTR circle formation"	"PSIP1 XRCC4 XRCC6"
"Metabolism"	"PRPS1 PRPS1L1 AGRN B3GAT3 BCAN CSPG4 CSPG5 DCN GPC5 GXYLT2 HSPG2 NCAN SDC2 VCAN ABCB1 ABCC3 ABCC5 ABCC8 ABCD1 ABCG8 GNB3 GNG12 GNG2 GNAI1 PPP2CB PPP2R1A PPP2R1B PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 UBB UBC MLXIPL PRKAA2 ASNS NFYC MBTPS1 MBTPS2 ADAL NT5C2 SLC22A2 SLC22A3 IDH1 LDHB STX1A CHRM3 PLCB1 PLCB2 PLCB3 PRKCA ADCY1 ADCY2 ADCY3 ADCY4 ADCY5 ADCY6 ADCY8 ADCY9 PRKACA ACACA ACACB CHD9 CREBBP FASN FDFT1 HELZ2 HMGCR HMGCS1 IDI1 MED1 NCOA1 NCOA2 NCOA6 RXRA SP1 SREBF2 TBL1X TGS1 TM7SF2 LCLAT1 DGAT2 LPCAT1 LPCAT2 PLA2G4C PLA2G4E PLA2G4F PLB1 PLBD1 PNPLA8 MBOAT7 DNM2 INPP5D ITPR1 ITPR2 ITPR3 LGMN PIK3CA PIK3CB PIK3R1 PLCG1 PLCG2 PTEN RAPGEF3 SEC23A SEC24B CACNA1C CACNA1D CACNB2 CYP1A2 CYP2A13 CYP3A4 CYP3A5 DPEP2 MGST1 PHYH SLC27A2 SLC44A1 SLC44A2 SLC44A3 SLC6A11 SLC6A12 AANAT ASMT DBH SLC5A5 TH TPO ACSM1 ACSM2B ACSM4 ACSM5 GLYAT GLYATL1 GLYATL2 GLUD1 GPT2 PRKAR2B HSD3B1 LHB POMC SRD5A2 AAAS NUP133 NUP153 NUP188 NUP205 NUP210 NUP214 NUP50 NUP54 NUP62 NUP88 NUPL1 RANBP2 TPR GNAS ALOX12 ALOX12B ALOX5 CYP2C19 CYP2C8 CYP2J2 CYP4A11 CYP4A22 CYP4B1 CYP4F2 CYP4F3 EPHX2 GPX2 PTGES3 PTGIS PTGS1 TBXAS1 B4GALT2 B4GALT5 NEU1 ST3GAL1 ST3GAL3 ST3GAL4 ST3GAL6 EP300 CLOCK HDAC3 NAMPT NCOR1 ACADS ECHS1 ACADM ACADVL ACOX2 HSD17B4 AKR1C4 AKR1D1 ALB CYP46A1 CYP7A1 SLC10A2 SLC27A5 SLCO1A2 SLCO1B1 SLCO1B3 APOB SCARB1 STAB2 ACSS2 ADH4 BPNT1 CYP11B1 CYP11B2 CYP24A1 CYP26A1 CYP26B1 CYP2B6 CYP2C18 CYP2E1 CYP2R1 CYP2W1 FMO1 GSS GSTA3 GSTM2 MAT2A MTR NNMT OPLAH PAPSS2 SLC35B2 SULT2A1 SULT4A1 UGDH UGT1A1 UGT1A5 UGT1A8 UGT2B10 UGT2B11 UGT2B17 UGT2B28 UGT2B4 UGT2B7 MCCC2 PC PCCA PDZD11 SLC5A6 ACADSB BCKDHA DBT HIBCH IVD HEXA HYAL1 IDUA DHFR LPIN2 RRM2 TIAM2 IQGAP1 TXN CAT TXNRD1 AGPAT1 MSMO1 CHPF CHST11 CHST12 CHST13 CHST9 CHSY3 CSGALNACT2 DSEL NCOR2 APOA5 LPL CPT1A CS DLST FH NNT OGDH SUCLA2 SUCLG2 AGT FFAR1 GCG SLC2A5 GNS OCRL PIK3C2A CUBN GIF TCN1 PANK3 PPCS CKB CKM GATM CTH INPPL1 BRIP1 NDOR1 NUBP2 AASDHPPT CYB5R3 ENPP1 FLAD1 MOCS2 MTHFD1 NADSYN1 NAPRT SLC19A3 SLC23A1 SLC23A2 SLC2A1 SLC2A3 SLC52A3 ACAN B3GNT2 CHST1 CHST2 CHST6 EXT1 HAS1 HAS2 HAS3 HS2ST1 HS3ST2 HS3ST4 HS3ST5 HS3ST6 HS6ST2 HYAL2 KERA NDST3 NDST4 OMD SLC9A1 SQRDL A2M CACNA1A CACNA1E GCK MED12 MED13 MED13L MED14 MED17 MED24 MED25 MED30 NCOA3 PLIN1 SLC2A2 SLC2A4 AMY2A AMY2B LCT MGAM SI CEL PNLIPRP1 PNLIPRP2 ENO3 G6PC2 G6PC3 G6PD GPI GYG1 GYG2 GYS1 GYS2 HK1 HK2 HK3 LRP2 NOS3 PFKFB1 PFKFB2 PFKFB4 PFKL PFKP PGD PGM1 PHKA2 PIP5K1B PYGB PYGM SLC25A12 SLC25A13 SLC5A3 SLC5A4 SLC5A9 TPI1 TAT SIN3A SIN3B CA4 ITPK1 ACSL3 ACSL4 ACSL5 ELOVL1 ELOVL5 TECRL ABCB4 AGPAT2 AGPAT3 AGPAT4 AGPAT9 ANKRD1 CPT1B ESRRA FABP1 GK GK2 GPAT2 GPD1 GPD2 GRHL1 ME1 NRF1 PEX11A PPARGC1B PLD1 PLD3 PLCB4 PIK3CG PIK3R5 PIK3R6 ARSA ARSF AKAP5 KCNB1 KCNG2 CDS1 CDS2 ETNK2 PCYT1A PTDSS1 PTPMT1 ASAH2 ENPP7 GALC GBA3 SMPD1 AGXT2 CETP LCAT ALAD COX15 UROS ABHD5 LIPE PIK3C3 PIK3R4 IMPA2 INPP4B INPP5B INPP5J IP6K3 IPMK ISYNA1 ITPKB ITPKC NUDT11 PLCD1 PLCE1 PLCH1 PLCZ1 PPIP5K2 SYNJ1 SYT5 L2HGDH SAT1 LPA NPC1L1 AADAT ACER2 ACMSD ADSS ADSSL1 AFMID AGPS AK2 AK5 AMPD1 ARG2 ATIC CA12 CA3 CA6 CAD CCBL2 CERS2 CERS5 CERS6 COL4A3BP COQ6 COX11 COX19 COX5B COX8A CPS1 DEGS1 DHODH DPYD DPYS ENOPH1 ETFA FAH FAR1 FIG4 GC GDA HGD HPD HPRT1 IDO1 IMPDH2 INSIG1 ITPA KMO KYNU LRPPRC MRI1 NAGS NDUFA12 NDUFA3 NDUFA7 NDUFS1 NDUFS2 NDUFS3 NDUFS4 NDUFV1 NOSIP NT5C1B NT5C3A NUDT1 OAZ1 OSBP PDHA1 PDHX PDK4 PDP1 PDSS1 PFAS PI4K2B PI4KA PIK3C2B PIK3C2G PIKFYVE PIP5K1A PPAP2B PPAT PRKD1 RRM2B SGPL1 SGPP1 SLC25A2 SPHK2 SPTLC1 SPTLC2 STARD4 SYNJ2 TPTE TPTE2 UCK1 UCK2 UCP2 UCP3 UPP1 XDH"
"Metabolism of Angiotensinogen to Angiotensins"	"CMA1 CTSG AGT ACE CPB1 ENPEP MME REN"
"Metabolism of amino acids and derivatives"	"PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 ASNS SLC6A11 SLC6A12 AANAT ASMT DBH SLC5A5 TH TPO GLUD1 GPT2 MTR MCCC2 ACADSB BCKDHA DBT HIBCH IVD DLST OGDH CKB CKM GATM CTH SQRDL TAT AGXT2 SAT1 AADAT ACMSD AFMID ARG2 CCBL2 CPS1 ENOPH1 FAH HGD HPD IDO1 KMO KYNU MRI1 NAGS OAZ1 SLC25A2"
"Metabolism of carbohydrates"	"PRPS1 PRPS1L1 AGRN B3GAT3 BCAN CSPG4 CSPG5 DCN GPC5 GXYLT2 HSPG2 NCAN SDC2 VCAN ABCC5 PPP2CB PPP2R1A PPP2R1B UBB UBC PRKACA AAAS NUP133 NUP153 NUP188 NUP205 NUP210 NUP214 NUP50 NUP54 NUP62 NUP88 NUPL1 RANBP2 TPR B4GALT2 B4GALT5 ST3GAL1 ST3GAL3 ST3GAL4 ST3GAL6 STAB2 PAPSS2 SLC35B2 PC HEXA HYAL1 IDUA CHPF CHST11 CHST12 CHST13 CHST9 CHSY3 CSGALNACT2 DSEL SLC2A5 GNS SLC2A1 SLC2A3 ACAN B3GNT2 CHST1 CHST2 CHST6 EXT1 HAS1 HAS2 HAS3 HS2ST1 HS3ST2 HS3ST4 HS3ST5 HS3ST6 HS6ST2 HYAL2 KERA NDST3 NDST4 OMD SLC9A1 GCK SLC2A2 SLC2A4 AMY2A AMY2B LCT MGAM SI ENO3 G6PC2 G6PC3 G6PD GPI GYG1 GYG2 GYS1 GYS2 HK1 HK2 HK3 PFKFB1 PFKFB2 PFKFB4 PFKL PFKP PGD PGM1 PHKA2 PYGB PYGM SLC25A12 SLC25A13 SLC5A3 SLC5A4 SLC5A9 TPI1"
"Metabolism of folate and pterines"	"DHFR MTHFD1"
"Metabolism of lipids and lipoproteins"	"HSPG2 ABCC3 ABCD1 ABCG8 PRKAA2 NFYC MBTPS1 MBTPS2 IDH1 PRKACA ACACA ACACB CHD9 CREBBP FASN FDFT1 HELZ2 HMGCR HMGCS1 IDI1 MED1 NCOA1 NCOA2 NCOA6 RXRA SP1 SREBF2 TBL1X TGS1 TM7SF2 LCLAT1 DGAT2 LPCAT1 LPCAT2 PLA2G4C PLA2G4E PLA2G4F PLB1 PLBD1 PNPLA8 MBOAT7 INPP5D LGMN PIK3CA PIK3CB PIK3R1 PTEN SEC23A SEC24B CYP1A2 DPEP2 PHYH SLC27A2 SLC44A1 SLC44A2 SLC44A3 HSD3B1 LHB POMC SRD5A2 ALOX12 ALOX12B ALOX5 CYP2C19 CYP2C8 CYP2J2 CYP4A11 CYP4A22 CYP4B1 CYP4F2 CYP4F3 EPHX2 GPX2 PTGES3 PTGIS PTGS1 TBXAS1 NEU1 EP300 CLOCK HDAC3 NCOR1 ACADS ECHS1 ACADM ACADVL ACOX2 HSD17B4 AKR1C4 AKR1D1 ALB CYP46A1 CYP7A1 SLC10A2 SLC27A5 SLCO1A2 SLCO1B1 SLCO1B3 APOB SCARB1 CYP11B1 CYP11B2 CYP24A1 CYP2R1 SULT2A1 PCCA HEXA LPIN2 TIAM2 TXNRD1 AGPAT1 MSMO1 NCOR2 APOA5 LPL CPT1A AGT OCRL PIK3C2A CUBN INPPL1 A2M MED12 MED13 MED13L MED14 MED17 MED24 MED25 MED30 NCOA3 PLIN1 CEL PNLIPRP1 PNLIPRP2 LRP2 PIP5K1B SIN3A SIN3B ACSL3 ACSL4 ACSL5 ELOVL1 ELOVL5 TECRL ABCB4 AGPAT2 AGPAT3 AGPAT4 AGPAT9 ANKRD1 CPT1B ESRRA FABP1 GK GK2 GPAT2 GPD1 GPD2 GRHL1 ME1 NRF1 PEX11A PPARGC1B PLD1 PLD3 PIK3CG PIK3R5 PIK3R6 ARSA ARSF CDS1 CDS2 ETNK2 PCYT1A PTDSS1 PTPMT1 ASAH2 ENPP7 GALC GBA3 SMPD1 CETP LCAT ABHD5 LIPE PIK3C3 PIK3R4 INPP4B INPP5J SYNJ1 LPA NPC1L1 ACER2 AGPS CERS2 CERS5 CERS6 COL4A3BP COQ6 DEGS1 FAR1 FIG4 GC INSIG1 OSBP PDSS1 PI4K2B PI4KA PIK3C2B PIK3C2G PIKFYVE PIP5K1A PPAP2B PRKD1 SGPL1 SGPP1 SPHK2 SPTLC1 SPTLC2 STARD4 SYNJ2 TPTE TPTE2"
"Metabolism of nitric oxide"	"DNM2 DHFR NOS3 NOSIP"
"Metabolism of non-coding RNA"	"NCBP1 NCBP2 TGS1 AAAS NUP133 NUP153 NUP188 NUP205 NUP210 NUP214 NUP50 NUP54 NUP62 NUP88 NUPL1 RANBP2 TPR WDR77 GEMIN5 GEMIN7"
"Metabolism of nucleotides"	"ADAL NT5C2 RRM2 TXN CAT TXNRD1 AGXT2 ADSS ADSSL1 AK2 AK5 AMPD1 ATIC CAD DHODH DPYD DPYS GDA HPRT1 IMPDH2 ITPA NT5C1B NT5C3A NUDT1 PFAS PPAT RRM2B UCK1 UCK2 UPP1 XDH"
"Metabolism of polyamines"	"SAT1 ENOPH1 MRI1"
"Metabolism of porphyrins"	"UGT1A1 ALAD COX15 UROS"
"Metabolism of proteins"	"EIF2S2 EIF3A EIF3B EIF3E EIF3I EIF4B EIF4G1 EIF4H RPL22 RPL26 RPL26L1 RPL36 RPL37 RPS13 RPS20 RPS23 RPS5 GNB3 GNAT3 CTNNB1 ASNS CCL2 DIS3 EXOSC7 EXOSC8 HERPUD1 NFYC PARN HSP90B1 MBTPS1 MBTPS2 STX1A CMA1 CTSG PLG EIF4EBP1 FBXW7 KIF5A KIF5B KIF5C SEC23A SEC24B SEC31A SEC61A1 TUBB4A TUBB4B LHB POMC ALG1 ALG10 ALG10B ALG2 ALG6 B4GALT2 B4GALT5 DHDDS DPM1 EDEM3 GFPT1 GFPT2 MAGT1 MAN1C1 MAN2A2 MGAT3 MGAT4B MGAT4C MOGS MPI NANS NEU1 PGM3 RFT1 ST3GAL1 ST3GAL3 ST3GAL4 ST3GAL6 ST6GALNAC2 ST6GALNAC3 ST6GALNAC5 ST6GALNAC6 ST8SIA1 ST8SIA2 ST8SIA3 ST8SIA5 ST8SIA6 TUSC3 UGGT1 CCT5 EXOC2 EXOC4 EXOC6 EXOC8 CCT6A FBXW10 FBXW4 FBXW5 LONP2 NOP56 SKIV2L USP11 PIGT ACTB SEMA5A TLN1 ACADVL EIF2B3 EIF5 GAS6 PROS1 EEF1A1 PFDN2 TUBA3C TUBB3 TUBB6 VBP1 CS AGT FFAR1 GCG ADAMTS14 ADAMTS2 ADAMTS3 B3GNT2 ADAMTS16 ADAMTS18 ADAMTS4 ADAMTS5 ADAMTS8 ADAMTS9 SLC25A12 SLC25A13 SYVN1 EEF1A2 GSPT2 THBS1 MYO5A ARSA ARSF DHPS DPH1 PROZ SRP68 SRPR SRPRB SSR4 TRAM1 CGB INHA CXXC1 DDX11 DNAJB11 FKBP14 WIPI1 DPP4 ISL1 PCSK1 PCSK2 SLC30A6 ACE CPB1 ENPEP MME REN ADAMTS10 ADAMTS12 ADAMTS15 ADAMTS17 ADAMTS19 ADAMTS20 ADAMTS6 ADAMTS7 ADAMTSL1 ADAMTSL5 B3GALTL BCS1L C1GALT1 CFP CHCHD4 GALNT1 GALNT10 GALNT12 GALNT13 GALNT14 GALNT16 GALNT3 GALNT5 GALNT6 GALNT8 GALNTL6 IGFBP3 KLK3 LDHD MUC13 MUC16 MUC17 MUC3A MUC4 MUC5AC MUC5B MUC6 PAPPA PAPPA2 PIGB PIGN PIGO PMPCA SEMA5B SENP1 SENP2 TBCC TBCE THBS2 THSD1 THSD4 THSD7A THSD7B TIMM13 TOMM70A WBSCR17"
"Metabolism of steroid hormones and vitamin D"	"LGMN HSD3B1 LHB POMC SRD5A2 CYP11B1 CYP11B2 CYP24A1 CYP2R1 CUBN LRP2 GC STARD4"
"Metabolism of vitamins and cofactors"	"ACACA ACACB FASN PTGIS NAMPT MTR MCCC2 PC PCCA PDZD11 SLC5A6 DHFR CUBN GIF TCN1 PANK3 PPCS AASDHPPT CYB5R3 ENPP1 FLAD1 MOCS2 MTHFD1 NADSYN1 NAPRT SLC19A3 SLC23A1 SLC23A2 SLC2A1 SLC2A3 SLC52A3"
"Metabolism of water-soluble vitamins and cofactors"	"ACACA ACACB FASN PTGIS NAMPT MTR MCCC2 PC PCCA PDZD11 SLC5A6 DHFR CUBN GIF TCN1 PANK3 PPCS AASDHPPT CYB5R3 ENPP1 FLAD1 MOCS2 MTHFD1 NADSYN1 NAPRT SLC19A3 SLC23A1 SLC23A2 SLC2A1 SLC2A3 SLC52A3"
"Metal ion SLC transporters"	"SLC30A6 HEPH SLC11A2 SLC30A3 SLC39A10 SLC39A14 SLC39A3 SLC39A6 SLC39A7 SLC41A1 SLC41A2"
"Methionine salvage pathway"	"ENOPH1 MRI1"
"Methylation"	"CYP1A2 MAT2A MTR NNMT"
"MicroRNA (miRNA) biogenesis"	"POLR2A POLR2B POLR2G AGO1 AGO2 AGO3 AGO4 DICER1 DROSHA"
"Mineralocorticoid biosynthesis"	"HSD3B1 LHB CYP11B2"
"Miscellaneous substrates"	"CYP4A11 CYP4A22 CYP4B1 CYP4F2 CYP4F3 CYP2W1"
"Mismatch Repair"	"RPA1 POLD3 MLH1 EXO1 MSH2 MSH3"
"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"	"RPA1 POLD3 MLH1 EXO1 MSH2 MSH3"
"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"	"RPA1 POLD3 MLH1 EXO1 MSH2"
"Mitochondrial ABC transporters"	"ABCB6"
"Mitochondrial Fatty Acid Beta-Oxidation"	"ACADS ECHS1 ACADM ACADVL PCCA"
"Mitochondrial Uncoupling Proteins"	"UCP2 UCP3"
"Mitochondrial biogenesis"	"PRKAA2 MEF2C PRKAB1 CHD9 CREBBP HELZ2 MED1 NCOA1 NCOA2 NCOA6 RXRA TBL1X TGS1 HDAC3 NCOR1 ESRRA NRF1 PPARGC1B POLRMT PPRC1 SIRT3"
"Mitochondrial protein import"	"CS SLC25A12 SLC25A13 BCS1L CHCHD4 LDHD PMPCA TIMM13 TOMM70A"
"Mitochondrial tRNA aminoacylation"	"AARS2 EARS2 HARS2 LARS2 RARS2 TARS2 VARS2 WARS2 YARS2"
"Mitochondrial transcription initiation"	"POLRMT"
"Mitochondrial translation"	"GFM1 MRPL1 MRPL16 MRPL17 MRPL37 MRPL39 MRPL9 MRPS15 MRPS22 MRPS24 MRPS30 MRPS35 MRRF MTIF2 MTRF1L PTCD3"
"Mitochondrial translation elongation"	"GFM1 MRPL1 MRPL16 MRPL17 MRPL37 MRPL39 MRPL9 MRPS15 MRPS22 MRPS24 MRPS30 MRPS35 PTCD3"
"Mitochondrial translation initiation"	"MRPL1 MRPL16 MRPL17 MRPL37 MRPL39 MRPL9 MRPS15 MRPS22 MRPS24 MRPS30 MRPS35 MTIF2 PTCD3"
"Mitochondrial translation termination"	"MRPL1 MRPL16 MRPL17 MRPL37 MRPL39 MRPL9 MRPS15 MRPS22 MRPS24 MRPS30 MRPS35 MRRF MTRF1L PTCD3"
"Mitotic Anaphase"	"PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5C PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 UBB UBC ANAPC1 ANAPC7 AURKB PLK1 CENPE KIF18A KIF2B MAD1L1 MAPRE1 NUP133 RANBP2 LMNB1 AHCTF1 ANKLE2 CASC5 CENPA CENPF CENPN CENPP CLIP1 ESPL1 KNTC1 LEMD3 NDC80 NUF2 PDS5B RAD21 SGOL2 SMC1A SPDL1 STAG1 STAG2 TAOK1 TMPO VRK2 WAPAL XPO1 ZW10 ZWINT"
"Mitotic G1-G1/S phases"	"CDKN1B CUL1 PPP2CB PPP2R1A PPP2R1B PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 SKP1 UBB UBC CCNA1 CDC45 MCM10 MCM2 MCM3 MCM4 MCM5 MCM6 MCM8 ORC5 RPA1 TFDP1 CDT1 POLA2 POLE CCNE1 CCNE2 CDKN2A DHFR DYRK1A E2F4 E2F5 LIN54 LIN9 MNAT1 MYC PPP2R3B RB1 RBL1 RBL2 RRM2 TOP2A"
"Mitotic G2-G2/M phases"	"CUL1 PPP2CB PPP2R1A PPP2R1B SKP1 UBB UBC NEK2 CCNA1 PLK1 YWHAE AKAP9 PRKACA DYNC1H1 ALMS1 CCP110 CDK5RAP2 CENPJ CEP135 CEP152 CEP164 CEP192 CEP250 CEP41 CEP57 CEP70 CEP72 CSNK1E FGFR1OP MAPRE1 NEDD1 NINL ODF2 OFD1 PCNT PLK4 PRKAR2B SFI1 TUBB4A TUBB4B TUBG1 EP300 AJUBA CDC25B CDK11B CENPF FOXM1 LIN54 LIN9 MNAT1 NUMA1 TUBGCP5 TUBGCP6 XPO1"
"Mitotic Metaphase and Anaphase"	"PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5C PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 UBB UBC ANAPC1 ANAPC7 AURKB PLK1 CENPE KIF18A KIF2B MAD1L1 MAPRE1 NUP133 RANBP2 LMNB1 AHCTF1 ANKLE2 CASC5 CENPA CENPF CENPN CENPP CLIP1 ESPL1 KNTC1 LEMD3 NDC80 NUF2 PDS5B RAD21 SGOL2 SMC1A SPDL1 STAG1 STAG2 TAOK1 TMPO VRK2 WAPAL XPO1 ZW10 ZWINT"
"Mitotic Metaphase/Anaphase Transition"	"PLK1"
"Mitotic Prometaphase"	"PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5C AURKB PLK1 CENPE KIF18A KIF2B MAD1L1 MAPRE1 NUP133 RANBP2 CSNK2A1 AHCTF1 CASC5 CENPA CENPF CENPN CENPP CLIP1 KNTC1 NCAPD2 NCAPG NCAPH NDC80 NUF2 PDS5B RAD21 SGOL2 SMC1A SMC2 SMC4 SPDL1 STAG1 STAG2 TAOK1 WAPAL XPO1 ZW10 ZWINT"
"Mitotic Prophase"	"PPP2CB PPP2R1A PPP2R1B PLK1 PRKCA PRKCB NEK6 NEK9 H2AFZ HIST1H2AB HIST1H2AC HIST1H2BD HIST1H2BK HIST1H2BL HIST1H2BM HIST1H2BN AAAS NUP133 NUP153 NUP188 NUP205 NUP210 NUP214 NUP50 NUP54 NUP62 NUP88 NUPL1 RANBP2 TPR LMNB1 GOLGA2 HIST3H3 LEMD3 LPIN2 MASTL NCAPD3 NCAPG2 PPP2R2D RAB1B RB1 SETD8 SMC2 SMC4 TMPO VRK2"
"Mitotic Spindle Checkpoint"	"ANAPC1 ANAPC7 MAD1L1"
"Mitotic Telophase/Cytokinesis"	"PLK1 KIF23 MAU2 NIPBL PDS5B RAD21 SMC1A STAG1 STAG2 WAPAL"
"Molecules associated with elastic fibres"	"ITGAV ITGB1 ITGB3 VTN ITGA8 ITGB6 TGFB2 BMP10 BMP2 BMP4 BMP7 EFEMP1 FBLN1 FBLN2 FBLN5 ITGB8 LTBP1 LTBP3 LTBP4"
"Molybdenum cofactor biosynthesis"	"MOCS2"
"Mucopolysaccharidoses"	"AGRN B3GAT3 BCAN CSPG4 CSPG5 DCN GPC5 GXYLT2 HSPG2 NCAN SDC2 VCAN ABCC5 B4GALT2 B4GALT5 ST3GAL1 ST3GAL3 ST3GAL4 ST3GAL6 STAB2 PAPSS2 SLC35B2 HEXA HYAL1 IDUA CHPF CHST11 CHST12 CHST13 CHST9 CHSY3 CSGALNACT2 DSEL GNS ACAN B3GNT2 CHST1 CHST2 CHST6 EXT1 HAS1 HAS2 HAS3 HS2ST1 HS3ST2 HS3ST4 HS3ST5 HS3ST6 HS6ST2 HYAL2 KERA NDST3 NDST4 OMD SLC9A1"
"Multifunctional anion exchangers"	"SLC26A3 SLC26A7 SLC26A9"
"Muscarinic acetylcholine receptors"	"CHRM3 CHRM2"
"Muscle contraction"	"ACTN2 VIM ITGA1 MYH11 TLN1 ACTN3 DMD TTN MYH3 MYH6 MYH8 ACTA2 MYBPC1 MYBPC2 NEB SORBS3 TPM1"
"MyD88 cascade initiated on plasma membrane"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 DHX9 FOS IKBKB IRAK1 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2 TLR10 TLR5"
"MyD88 dependent cascade initiated on endosome"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 DHX9 FOS IKBKB IRAK1 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2 DHX36 TLR7"
"MyD88-independent cascade"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 CASP8 CD14 DHX9 FOS IKBKB IKBKE IRAK1 MAP2K3 MAP2K6 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2 TANK TICAM1 TLR4"
"MyD88:Mal cascade initiated on plasma membrane"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 CD14 DHX9 FOS IKBKB IRAK1 IRAK3 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B SIGIRR TAB1 TAB2 TLR1 TLR4 TLR6"
"Myoclonic epilepsy of Lafora"	"PRPS1 PRPS1L1 AGRN B3GAT3 BCAN CSPG4 CSPG5 DCN GPC5 GXYLT2 HSPG2 NCAN SDC2 VCAN ABCC5 PPP2CB PPP2R1A PPP2R1B UBB UBC PRKACA AAAS NUP133 NUP153 NUP188 NUP205 NUP210 NUP214 NUP50 NUP54 NUP62 NUP88 NUPL1 RANBP2 TPR B4GALT2 B4GALT5 ST3GAL1 ST3GAL3 ST3GAL4 ST3GAL6 STAB2 PAPSS2 SLC35B2 PC HEXA HYAL1 IDUA CHPF CHST11 CHST12 CHST13 CHST9 CHSY3 CSGALNACT2 DSEL SLC2A5 GNS SLC2A1 SLC2A3 ACAN B3GNT2 CHST1 CHST2 CHST6 EXT1 HAS1 HAS2 HAS3 HS2ST1 HS3ST2 HS3ST4 HS3ST5 HS3ST6 HS6ST2 HYAL2 KERA NDST3 NDST4 OMD SLC9A1 GCK SLC2A2 SLC2A4 AMY2A AMY2B LCT MGAM SI ENO3 G6PC2 G6PC3 G6PD GPI GYG1 GYG2 GYS1 GYS2 HK1 HK2 HK3 PFKFB1 PFKFB2 PFKFB4 PFKL PFKP PGD PGM1 PHKA2 PYGB PYGM SLC25A12 SLC25A13 SLC5A3 SLC5A4 SLC5A9 TPI1"
"Myogenesis"	"CTNNB1 MAP2K6 MEF2C BOC CDON CDC42 CDH15 CDH2 CTNNA1 CTNNA2 MEF2B MYF5 MYOG TCF12 TCF4"
"N-Glycan antennae elongation"	"B4GALT2 B4GALT5 MGAT4B MGAT4C ST3GAL4 ST8SIA2 ST8SIA3 ST8SIA6"
"N-glycan antennae elongation in the medial/trans-Golgi"	"B4GALT2 B4GALT5 MAN2A2 MGAT3 MGAT4B MGAT4C ST3GAL4 ST8SIA2 ST8SIA3 ST8SIA6"
"N-glycan trimming and elongation in the cis-Golgi"	"MAN1C1"
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	"EDEM3 MOGS UGGT1"
"NADE modulates death signalling"	"YWHAE CASP3"
"NADPH regeneration"	"IDH1"
"NCAM signaling for neurite out-growth"	"AGRN NCAN HRAS IL6ST JAK1 JAK2 KRAS MAP2K1 RPS6KA5 SOS1 FGFR1 FYN SPTBN2 CACNA1C CACNA1D CACNB2 PTK2 SPTAN1 ST8SIA2 COL4A2 COL4A3 COL4A4 COL4A5 COL6A2 COL6A3 COL6A5 COL6A6 CACNA1G CACNA1H CACNA1I CACNA1S CACNB1 COL9A2 GFRA1 PTPRA SPTA1 SPTB SPTBN1 SPTBN4 SPTBN5"
"NCAM1 interactions"	"AGRN NCAN CACNA1C CACNA1D CACNB2 ST8SIA2 COL4A2 COL4A3 COL4A4 COL4A5 COL6A2 COL6A3 COL6A5 COL6A6 CACNA1G CACNA1H CACNA1I CACNA1S CACNB1 COL9A2 GFRA1"
"NEP/NS2 Interacts with the Cellular Export Machinery"	"AAAS NUP133 NUP153 NUP188 NUP205 NUP210 NUP214 NUP50 NUP54 NUP62 NUP88 NUPL1 RANBP2 TPR BLOC1S6 PBRM1 XPO1"
"NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10"	"CASP8 IKBKB CASP10 IFIH1"
